keyword,id,result_order,year,HTML,Text,pdf,DOC,other_type,book,edu,org,com,other_domain,exact_keyword_title,all_word,citation#,title_length,occurences_title,colon,doc,survey,tutorial,review,position_k,position_d,label,title,src
neural network,2163605009,3,2012,False,False,False,False,False,False,False,False,False,False,False,False,47067,63,0,False,False,False,False,False,0.0,0.0,0,ImageNet Classification with Deep Convolutional Neural Networks,http://papers.nips.cc/paper/4824-imagenet-classification-with-deep-convolutional-neural-networks?source=your_stories_page---------------------------
neural network,2963403868,4,2017,False,False,False,False,False,False,False,False,False,False,False,False,20062,25,0,False,False,False,False,False,0.0,0.0,1,Attention is All you Need,http://dblp.uni-trier.de/db/journals/corr/corr1706.html#VaswaniSPUJGKP17
simulation,2087484885,1,2007,False,False,False,False,False,False,False,False,False,False,False,False,25876,108,0,True,False,False,False,False,0.0,0.0,1,"G*Power 3: A flexible statistical power analysis program for the social, behavioral, and biomedical sciences",http://education.fsu.edu/wp-content/uploads/2015/11/flexible-statistical-power-analysis.pdf
simulation,2901136733,2,2009,False,False,False,False,False,False,False,False,False,False,False,False,5648,42,0,True,False,False,False,False,0.0,0.0,1,ROS: an open-source Robot Operating System,http://ci.nii.ac.jp/naid/10030771702
simulation,2134967712,3,2009,False,False,False,False,False,False,False,False,False,False,False,False,13154,130,0,True,True,False,False,False,0.0,0.0,1,"AutoDock Vina: Improving the speed and accuracy of docking with a new scoring function, efficient optimization, and multithreading",http://doi.org/10.1002/jcc.21334
simulation,2100989187,4,2007,True,False,False,False,False,False,False,False,False,False,False,False,3350,60,0,False,False,False,False,False,0.0,0.0,0,Survey of Wireless Indoor Positioning Techniques and Systems,http://yadda.icm.edu.pl/yadda/element/bwmeta1.element.ieee-000004343996
simulation,2108069432,5,2012,False,False,True,False,False,False,False,False,False,False,False,False,712,84,0,True,False,False,False,False,0.0,0.0,1,2012 Special Issue: Multi-column deep neural network for traffic sign classification,https://people.idsia.ch/~ciresan/data/nn2012_v3.pdf
neural networks,2949650786,1,2015,False,False,True,False,False,False,False,False,False,False,False,False,3524,44,0,False,False,False,False,False,0.0,0.0,1,Deep Residual Learning for Image Recognition,https://arxiv.org/pdf/1512.03385.pdf
neural networks,2618530766,2,2017,False,False,False,False,False,False,False,False,False,False,True,True,8997,63,2,False,False,False,False,False,0.7857142857142857,0.0,1,ImageNet classification with deep convolutional neural networks,https://dl.acm.org/citation.cfm?id=3098997.3065386
neural networks,2163605009,3,2012,False,False,False,False,False,False,False,False,False,False,False,False,47067,63,0,False,False,False,False,False,0.0,0.0,1,ImageNet Classification with Deep Convolutional Neural Networks,http://papers.nips.cc/paper/4824-imagenet-classification-with-deep-convolutional-neural-networks?source=your_stories_page---------------------------
neural networks,2963403868,4,2017,False,False,False,False,False,False,False,False,False,False,False,False,20062,25,0,False,False,False,False,False,0.0,0.0,1,Attention is All you Need,http://dblp.uni-trier.de/db/journals/corr/corr1706.html#VaswaniSPUJGKP17
artificial intelligence,2949650786,1,2015,False,False,True,False,False,False,False,False,False,False,False,False,3524,44,0,False,False,False,False,False,0.0,0.0,1,Deep Residual Learning for Image Recognition,https://arxiv.org/pdf/1512.03385.pdf
artificial intelligence,2618530766,2,2017,False,False,False,False,False,False,False,False,False,False,False,False,8997,63,0,False,False,False,False,False,0.0,0.0,1,ImageNet classification with deep convolutional neural networks,https://dl.acm.org/citation.cfm?id=3098997.3065386
artificial intelligence,2163605009,3,2012,False,False,False,False,False,False,False,False,False,False,False,False,47067,63,0,False,False,False,False,False,0.0,0.0,1,ImageNet Classification with Deep Convolutional Neural Networks,http://papers.nips.cc/paper/4824-imagenet-classification-with-deep-convolutional-neural-networks?source=your_stories_page---------------------------
artificial intelligence,2962835968,4,2015,False,False,True,False,False,False,False,False,False,False,False,False,40964,66,0,False,False,False,False,False,0.0,0.0,1,Very Deep Convolutional Networks for Large-Scale Image Recognition,https://arxiv.org/pdf/1409.1556
ontology,2108598243,1,2009,False,False,False,False,False,False,False,False,False,False,False,False,27079,51,0,True,False,False,False,False,0.0,0.0,1,ImageNet: A large-scale hierarchical image database,http://dx.doi.org/10.1109/CVPRW.2009.5206848
ontology,2137079713,2,1993,False,False,False,False,False,False,False,False,False,False,True,True,10493,58,1,False,False,False,False,False,0.7142857142857143,0.0,1,A translation approach to portable ontology specifications,https://www.sciencedirect.com/science/article/abs/pii/S1042814383710083#!
ontology,2022166150,3,2007,False,False,False,False,False,False,False,False,False,False,False,False,2998,34,0,True,False,False,False,False,0.0,0.0,0,Yago: a core of semantic knowledge,http://wwwconference.org/www2007/papers/paper391.pdf
ontology,1552847225,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,1785,77,0,False,False,False,False,False,0.0,0.0,1,"DBpedia - A Large-scale, Multilingual Knowledge Base Extracted from Wikipedia",http://dblp.uni-trier.de/db/journals/semweb/semweb6.html#LehmannIJJKMHMK15
ontology,1487060125,5,2004,True,False,False,False,False,False,False,False,False,False,True,True,3125,34,1,False,False,False,False,False,0.4,0.8,-1,OWL Web ontology language overview,https://ci.nii.ac.jp/naid/10020197419
wireless sensor network,2168452204,1,2002,False,False,True,False,False,False,False,False,False,False,False,False,15544,34,2,True,False,True,False,False,0.2,0.8,1,Wireless sensor networks: a survey,"http://dns2.asia.edu.tw/~ysho/YSHO-English/2000%20Engineering/PDF/Com%20Net38,%20393.pdf"
wireless sensor network,2953060200,2,2012,False,False,True,False,False,False,False,False,False,False,False,False,25,81,0,True,False,False,False,False,0.0,0.0,-1,"Internet of Things (IoT): A Vision, Architectural Elements, and Future Directions",https://arxiv.org/pdf/1207.0203.pdf
wireless sensor network,2130403046,3,2002,False,False,False,False,False,False,False,False,False,False,False,False,12450,27,2,False,False,True,False,False,0.6,0.2,0,A survey on sensor networks,http://ieeexplore.ieee.org/iel5/35/22021/01024422.pdf
wireless sensor network,2106335692,4,2000,False,False,False,False,False,False,False,False,False,False,False,False,11902,73,3,False,False,False,False,False,0.5714285714285714,0.0,-1,Energy-efficient communication protocol for wireless microsensor networks,http://dx.doi.org/10.1109/HICSS.2000.926982
logic program,1501758783,1,2008,False,False,False,False,False,False,False,False,False,False,False,False,120,37,0,False,False,False,False,False,0.0,0.0,1,Engineering an Incremental ASP Solver,https://link.springer.com/content/pdf/10.1007%2F978-3-540-89982-2_23.pdf
logic program,1484403583,3,2011,False,False,False,False,False,False,False,False,False,False,False,False,126,27,0,False,False,False,False,False,0.0,0.0,-1,Advances in gringo series 3,http://www.cs.uni-potsdam.de/wv/pdfformat/gekakosc11a.pdf
logic program,183238011,4,2011,False,False,False,False,False,False,False,False,False,False,False,False,70,13,0,False,False,False,False,False,0.0,0.0,-1,OWL and rules,https://dblp.uni-trier.de/db/conf/rweb/rweb2011.html#KrisnadhiMH11
logic program,2574654054,5,2016,False,False,False,False,False,False,False,False,False,False,True,False,38,70,2,False,False,False,False,False,0.25,0.0,1,Learning higher-order logic programs through abstraction and invention,http://dblp.uni-trier.de/db/conf/ijcai/ijcai2016.html#CropperM16
virtual reality,2140235142,1,1997,False,False,False,False,False,False,False,False,False,False,False,False,4221,45,0,True,False,False,False,False,0.0,0.0,-1,Pfinder: real-time tracking of the human body,http://dblp.uni-trier.de/db/journals/pami/pami19.html#WrenADP97
virtual reality,2152671441,2,2007,False,False,False,False,False,False,False,False,False,False,False,False,2750,38,0,True,False,False,False,False,0.0,0.0,0,MonoSLAM: Real-Time Single Camera SLAM,http://dx.doi.org/10.1109/TPAMI.2007.1049
virtual reality,2346077187,3,2015,False,False,False,False,True,False,False,False,False,False,False,True,995,62,2,False,False,False,False,False,0.7222222222222222,0.0,1,Methods and systems for creating virtual and augmented reality,https://lens.org/063-014-155-290-050
virtual reality,2149003305,4,2001,False,False,False,False,False,False,False,False,False,False,False,False,2700,36,1,False,False,False,False,False,0.8,0.0,-1,Recent advances in augmented reality,http://dx.doi.org/10.1109/38.963459
particle swarm optimization,2543580944,1,1995,False,False,False,False,False,False,False,False,False,False,False,False,16575,27,2,False,False,False,False,False,0.5,0.0,0,Particle swarm optimization,http://dx.doi.org/10.1007/s11721-007-0002-0
particle swarm optimization,2613176274,2,2017,True,False,False,False,False,False,False,False,False,False,False,False,23,28,0,False,False,False,False,False,0.0,0.0,1,Particle Swarm Optimization.,https://dblp.uni-trier.de/db/reference/ml/ml2017.html#Kennedy17
particle swarm optimization,2402846924,3,2010,False,False,False,False,False,False,False,False,False,False,False,False,6758,28,0,False,False,False,False,False,0.0,0.0,1,Particle Swarm Optimization.,http://dx.doi.org/10.1007/978-0-387-30164-8_630
particle swarm optimization,2061438946,4,2014,True,False,False,False,False,False,False,False,False,False,False,False,4828,19,0,False,False,False,False,False,0.0,0.0,0,Grey Wolf Optimizer,https://core.ac.uk/display/143864890
scheduling,2122465391,1,2004,True,False,False,False,False,False,False,False,False,False,False,False,3223,55,0,True,False,False,False,False,0.0,0.0,-1,MapReduce: simplified data processing on large clusters,https://dblp.uni-trier.de/db/conf/osdi/osdi2004.html#DeanG04
scheduling,2137152139,2,2010,False,False,False,False,False,True,False,False,False,False,False,False,1673,86,0,False,False,False,False,False,0.0,0.0,0,Stochastic Network Optimization with Application to Communication and Queueing Systems,http://dx.doi.org/10.2200/S00271ED1V01Y201006CNT007
scheduling,2148459868,3,2012,False,False,True,False,False,False,False,False,False,False,False,False,1974,104,0,False,False,False,False,False,0.0,0.0,-1,Energy-aware resource allocation heuristics for efficient management of data centers for Cloud computing,https://beloglazov.info/papers/2011-energy-aware-fgcs.pdf
scheduling,1978518835,4,2007,False,False,False,False,False,False,False,False,False,False,False,False,2608,65,0,False,False,False,False,False,0.0,0.0,0,Event-Triggered Real-Time Scheduling of Stabilizing Control Tasks,http://dx.doi.org/10.1109/TAC.2007.904277
scheduling,1984560471,5,2010,False,False,False,False,False,False,False,False,False,False,False,False,1526,100,0,False,False,False,False,False,0.0,0.0,1,Optimal Residential Load Control With Price Prediction in Real-Time Electricity Pricing Environments,http://dx.doi.org/10.1109/TSG.2010.2055903
face recognition,3099206234,1,2015,False,False,True,False,False,False,False,False,False,False,False,False,660,64,0,True,False,False,False,False,0.0,0.0,1,FaceNet: A Unified Embedding for Face Recognition and Clustering,http://export.arxiv.org/pdf/1503.03832
face recognition,2129812935,2,2009,False,False,False,False,False,False,False,False,False,False,False,False,8179,49,0,False,False,False,False,False,0.0,0.0,1,Robust Face Recognition via Sparse Representation,http://dblp.uni-trier.de/db/journals/pami/pami31.html#WrightYGSM09
face recognition,2145287260,3,2014,False,False,False,False,False,False,False,False,False,False,False,False,4316,73,0,True,False,False,False,False,0.0,0.0,0,DeepFace: Closing the Gap to Human-Level Performance in Face Verification,http://doi.org/10.1109/CVPR.2014.220
face recognition,2325939864,4,2015,False,False,True,False,False,False,False,False,False,False,True,True,3651,21,2,False,False,False,False,False,0.5,0.0,1,Deep face recognition,http://www.bmva.org/bmvc/2015/papers/paper041/abstract041.pdf
logic programming,1996109622,1,1989,False,False,True,False,False,False,False,False,False,False,False,False,9065,49,0,True,False,False,False,False,0.0,0.0,-1,"Petri nets: Properties, analysis and applications",http://docenti.ing.unipi.it/~a009435/issw/extra/murata.pdf
logic programming,2104126268,2,1995,False,False,True,False,False,False,False,False,False,False,True,True,3515,123,2,False,False,False,False,False,0.6944444444444444,0.0,0,"On the acceptability of arguments and its fundamental role in nonmonotonic reasoning, logic programming and n -person games",http://ii.fmph.uniba.sk/kri/dung.pdf
logic programming,1895387792,3,2006,False,False,True,False,False,True,False,False,False,False,False,False,1245,52,0,True,False,False,False,False,0.0,0.0,0,"Software Abstractions: Logic, Language, and Analysis",http://www.gbv.de/dms/tib-ub-hannover/664445594.pdf
logic programming,2951834649,4,2003,True,False,False,False,False,False,False,False,False,False,False,False,2,55,0,True,False,False,False,False,0.0,0.0,-1,Defeasible Logic Programming: An Argumentative Approach,https://arxiv.org/abs/cs/0302029
augmented reality,1987648924,1,2011,False,False,True,False,False,False,False,False,False,False,False,False,2942,58,0,True,False,False,False,False,0.0,0.0,1,KinectFusion: Real-time dense surface mapping and tracking,http://ugweb.cs.ualberta.ca/~vis/courses/CompVis/readings/3DReconstruction/kinectfusion.pdf
augmented reality,2151290401,2,2007,False,False,False,False,False,False,False,False,False,False,False,False,3020,53,0,False,False,False,False,False,0.0,0.0,-1,Parallel Tracking and Mapping for Small AR Workspaces,http://ieeexplore.ieee.org/abstract/document/4538852
augmented reality,612478963,3,2014,False,False,False,False,False,False,False,False,False,False,False,False,2016,43,0,True,False,False,False,False,0.0,0.0,0,LSD-SLAM: Large-Scale Direct Monocular SLAM,http://dx.doi.org/10.1007/978-3-319-10605-2_54
augmented reality,2122122381,4,1997,False,False,True,False,False,False,False,False,False,False,True,True,5455,29,2,False,False,True,False,False,0.7,0.2,1,A survey of augmented reality,http://cierto.org/pdf/ARpresence.pdf
augmented reality,2152671441,5,2007,False,False,False,False,False,False,False,False,False,False,False,False,2750,38,0,True,False,False,False,False,0.0,0.0,-1,MonoSLAM: Real-Time Single Camera SLAM,http://dx.doi.org/10.1109/TPAMI.2007.1049
big data,2134295053,1,2015,False,False,False,False,False,False,False,False,False,False,False,False,3957,82,0,True,False,False,False,False,0.0,0.0,1,"Internet of Things: A Survey on Enabling Technologies, Protocols, and Applications",http://ieeexplore.ieee.org/document/7123563/?reload=true
big data,1494137514,2,2011,True,False,False,False,False,True,False,False,False,False,False,False,2872,73,1,True,False,False,False,False,0.0,0.0,0,"Big data: The next frontier for innovation, competition, and productivity",https://apo.org.au/node/147446
big data,2166445532,3,2013,False,False,True,False,False,True,False,False,False,False,False,False,2452,71,0,True,False,False,False,False,0.0,0.0,1,"Big Data: A Revolution That Will Transform How We Live, Work, and Think",https://www.managementbase.com/mb/solv/BoekbesprekingBigData.pdf
big data,2038194220,4,2014,False,False,False,False,False,False,False,False,False,False,False,False,2835,42,0,True,False,False,False,False,0.0,0.0,1,Internet of Things in Industries: A Survey,http://ieeexplore.ieee.org/document/6714496/?arnumber=6714496
big data,3010427554,5,2020,False,False,True,False,False,False,False,False,False,False,False,False,781,90,0,True,False,False,False,False,0.0,0.0,-1,"Response to COVID-19 in Taiwan: Big Data Analytics, New Technology, and Proactive Testing.",https://jamanetwork.com/journals/jama/articlepdf/2762689/jama_wang_2020_vp_200035.pdf
information retrieval,2108598243,1,2009,False,False,False,False,False,False,False,False,False,False,False,False,27079,51,0,True,False,False,False,False,0.0,0.0,1,ImageNet: A large-scale hierarchical image database,http://dx.doi.org/10.1109/CVPRW.2009.5206848
information retrieval,2108234281,2,2009,False,False,False,False,False,False,False,False,False,False,False,False,32905,46,0,False,False,False,False,False,0.0,0.0,1,The Sequence Alignment/Map format and SAMtools,http://bioinformatics.oxfordjournals.org/content/25/16/2078
information retrieval,2099540110,3,2012,False,False,False,False,False,False,False,False,False,False,False,False,30780,47,0,True,False,False,False,False,0.0,0.0,1,NIH Image to ImageJ: 25 years of image analysis,https://www.scienceopen.com/document?id=4bc44685-2b12-4adc-ad5b-96212c3ae047
information retrieval,1532325895,4,2008,False,False,True,False,False,True,False,False,False,False,False,False,11694,37,0,False,False,False,False,False,0.0,0.0,1,Introduction to Information Retrieval,http://assets.cambridge.org/97805218/65715/copyright/9780521865715_copyright_info.pdf
information retrieval,2953139137,5,2016,False,False,True,False,False,False,False,False,False,False,False,False,1062,61,0,False,False,False,False,False,0.0,0.0,1,The Cityscapes Dataset for Semantic Urban Scene Understanding,https://arxiv.org/pdf/1604.01685
natural language processing,2950133940,1,2013,False,False,True,False,False,False,False,False,False,False,False,False,6477,75,0,False,False,False,False,False,0.0,0.0,1,Distributed Representations of Words and Phrases and their Compositionality,http://export.arxiv.org/pdf/1310.4546
natural language processing,2133564696,2,2014,False,False,True,False,False,False,False,False,False,False,False,False,2750,69,0,False,False,False,False,False,0.0,0.0,1,Neural Machine Translation by Jointly Learning to Align and Translate,https://arxiv.org/pdf/1409.0473v7
natural language processing,1614298861,3,2013,False,False,True,False,False,False,False,False,False,False,False,False,4785,60,0,False,False,False,False,False,0.0,0.0,1,Efficient Estimation of Word Representations in Vector Space,https://arxiv.org/pdf/1301.3781
natural language processing,2250539671,4,2014,False,False,True,False,False,False,False,False,False,False,False,False,19818,45,0,True,False,False,False,False,0.0,0.0,1,Glove: Global Vectors for Word Representation,http://emnlp2014.org/papers/pdf/EMNLP2014162.pdf
feature extraction,2097117768,1,2015,False,False,True,False,False,False,False,False,False,False,False,False,22952,30,0,False,False,False,False,False,0.0,0.0,1,Going deeper with convolutions,http://static.googleusercontent.com/media/research.google.com/en/us/pubs/archive/43022.pdf
feature extraction,2102605133,2,2014,False,False,False,False,False,False,False,False,False,False,False,False,14070,80,0,False,False,False,False,False,0.0,0.0,1,Rich Feature Hierarchies for Accurate Object Detection and Semantic Segmentation,http://doi.org/10.1109/CVPR.2014.81
feature extraction,2161969291,3,2005,False,False,False,False,False,False,False,False,False,False,False,False,24146,52,0,False,False,False,False,False,0.0,0.0,1,Histograms of oriented gradients for human detection,http://dblp.uni-trier.de/db/conf/cvpr/cvpr2005-1.html#DalalT05
feature extraction,1536680647,4,2015,False,False,False,False,False,False,False,False,False,False,False,False,9912,10,0,False,False,False,False,False,0.0,0.0,0,Fast R-CNN,http://dx.doi.org/10.1109/ICCV.2015.169
feature extraction,2806070179,5,2020,False,False,False,False,False,False,False,False,False,False,False,False,674,10,0,False,False,False,False,False,0.0,0.0,0,Mask R-CNN,http://dblp.uni-trier.de/db/journals/pami/pami42.html#HeGDG20
wireless sensor networks,2168452204,1,2002,False,False,True,False,False,False,False,False,False,False,False,False,15544,34,2,True,False,True,False,False,0.2,0.8,1,Wireless sensor networks: a survey,"http://dns2.asia.edu.tw/~ysho/YSHO-English/2000%20Engineering/PDF/Com%20Net38,%20393.pdf"
wireless sensor networks,2953060200,2,2012,False,False,True,False,False,False,False,False,False,False,False,False,25,81,0,True,False,False,False,False,0.0,0.0,1,"Internet of Things (IoT): A Vision, Architectural Elements, and Future Directions",https://arxiv.org/pdf/1207.0203.pdf
wireless sensor networks,2130403046,3,2002,False,False,False,False,False,False,False,False,False,False,False,False,12450,27,2,False,False,True,False,False,0.7,0.2,1,A survey on sensor networks,http://ieeexplore.ieee.org/iel5/35/22021/01024422.pdf
wireless sensor networks,2106335692,4,2000,False,False,False,False,False,False,False,False,False,False,False,False,11902,73,3,False,False,False,False,False,0.7142857142857143,0.0,-1,Energy-efficient communication protocol for wireless microsensor networks,http://dx.doi.org/10.1109/HICSS.2000.926982
