keyword,result_order,year,pdf,html,book,edu,org,com,other_domain,exact_keyword_title,all_word,citation#,title_length,occurences_title,occurrences_summary,colon,doc,survey,tutorial,review,position_k,position_d,vector_t,vector_s,label
data mining,4,2005.0,True,False,False,False,False,False,True,True,True,16.0,2,1.0,0.5,False,True,False,True,False,0.375,0.75,"['[pdf][pdf]', 'data', 'mining', 'tutorial']","['Microsoft?', 'SQL', 'Server??, '2005', 'provides', 'an', 'integrated', 'environment', 'for', 'creating', 'and', 'working', 'with', 'data', 'mining', 'models.', 'This', 'tutorial', 'uses', 'four', 'scenarios,', 'targeted', 'mailing,', 'forecasting,', 'market', 'basket,', 'and', 'sequence', 'clustering,', 'to', 'demonstrate', 'how', 'to', 'use', 'the', 'mining', 'model', '??]",1
data mining,5,2002.0,True,False,False,False,True,False,False,True,False,217.0,3,1.0,1.0,False,True,False,False,True,0.0,0.8,"['data', 'mining;', 'a', 'conceptual', 'overview']","['??, 'ABSTRACT', 'This', 'tutorial', 'provides', 'an', 'overview', 'of', 'the', 'data', 'mining', 'process', '??, 'After', 'explaining', 'the', 'nature', 'of', 'data', 'mining', 'and', 'its', 'importance', 'in', 'business,', 'the', 'tutorial', 'describes', 'the', 'underlying', 'machine', 'learning', 'and', 'statistical', 'techniques', 'involved', '??]",1
data mining,6,2016.0,False,False,False,False,False,False,False,True,True,186.0,11,1.5,0.5,False,True,False,True,False,0.75,0.0,"['tutorial', 'on', 'practical', 'tips', 'of', 'the', 'most', 'influential', 'data', 'preprocessing', 'algorithms', 'in', 'data', 'mining']","['Data', 'preprocessing', 'is', 'a', 'major', 'and', 'essential', 'stage', 'whose', 'main', 'goal', 'is', 'to', 'obtain', 'final', 'data', 'sets', 'that', 'can', 'be', 'considered', 'correct', 'and', 'useful', 'for', 'further', 'data', 'mining', 'algorithms.', 'This', 'paper', 'summarizes', 'the', 'most', 'influential', 'data', 'preprocessing', 'algorithms', 'according', 'to', 'their', 'usage', '??]",-1
data mining,7,2008.0,True,False,False,True,False,False,False,False,False,60.0,3,0.0,0.0,False,True,False,True,False,0.441372063,0.666666667,"['[pdf][pdf]', 'metalearning-a', 'tutorial']","['??, 'This', 'tutorial', 'is', 'an', 'attempt', 'at', 'describing', 'the', 'state-of-the-art', 'and', 'highlighting', '??, 'in', 'a', 'very', 'practical', 'way,', 'metalearning', 'contributes', 'to', 'the', 'successful', 'use', 'of', 'Data', 'Mining', 'tools', 'outside', '??, '3http://www.sas.com/', 'technologies/analytics/datamining/miner/', '4http://www.spss.com/clementine/', '5http', '??]",0
data mining,8,2014.0,True,False,False,False,False,False,True,True,True,49.0,13,1.0,0.0,False,True,False,True,False,0.7,0.066666667,"['extravaganza', 'tutorial', 'on', 'hot', 'ideas', 'for', 'interactive', 'knowledge', 'discovery', 'and', 'data', 'mining', 'in', 'biomedical', 'informatics']","['Biomedical', 'experts', 'are', 'confronted', 'with??, 'Big', 'data??', 'driven', 'by', 'the', 'trend', 'towards', 'precision', 'medicine.', 'Despite', 'the', 'fact', 'that', 'humans', 'are', 'excellent', 'at', 'pattern', 'recognition', 'in', 'dimensions', 'of??, '3,', 'most', 'biomedical', 'data', 'is', 'in', 'dimensions', 'much', 'higher', 'than', '3,', 'making', 'manual', 'analysis', '??]",-1
data mining,9,2016.0,True,False,False,False,False,False,True,True,True,102.0,17,1.0,0.5,True,True,False,True,False,0.710526316,0.052631579,"['a', 'tutorial', 'on', 'variable', 'selection', 'for', 'clinical', 'prediction', 'models:', 'feature', 'selection', 'methods', 'in', 'data', 'mining', 'could', 'improve', 'the', 'results']","['Objectives', 'Identifying', 'an', 'appropriate', 'set', 'of', 'predictors', 'for', 'the', 'outcome', 'of', 'interest', 'is', 'a', 'major', 'challenge', 'in', 'clinical', 'prediction', 'research.', 'The', 'aim', 'of', 'this', 'study', 'was', 'to', 'show', 'the', 'application', 'of', 'some', 'variable', 'selection', 'methods,', 'usually', 'used', 'in', 'data', 'mining,', 'for', 'an', 'epidemiological', 'study', '??]",0
data mining,10,2010.0,True,False,False,False,False,False,True,False,False,81.0,5,0.5,0.0,False,True,False,True,False,0.0,0.666666667,"['mining', 'collaborative', 'patterns', 'in', 'tutorial', 'dialogues.']","['We', 'present', 'a', 'method', 'to', 'automatically', 'detect', 'collaborative', 'patterns', 'of', 'student', 'and', 'tutor', 'dialogue', 'moves.', 'The', 'method', 'identifies', 'significant', 'two-step', 'excitatory', 'transitions', 'between', 'dialogue', 'moves,', 'integrates', 'the', 'transitions', 'into', 'a', 'directed', 'graph', 'representation,', 'and', '??]",0
subgraph counting,1,2019.0,True,False,False,False,True,False,False,True,False,17.0,12,1.0,0.0,True,True,True,False,False,0.214285714,0.071428571,"['a', 'survey', 'on', 'subgraph', 'counting:', 'concepts,', 'algorithms', 'and', 'applications', 'to', 'network', 'motifs', 'and', 'graphlets']","['Computing', 'subgraph', 'frequencies', 'is', 'a', 'fundamental', 'task', 'that', 'lies', 'at', 'the', 'core', 'of', 'several', 'network', 'analysis', 'methodologies,', 'such', 'as', 'network', 'motifs', 'and', 'graphlet-based', 'metrics,', 'which', 'have', 'been', 'widely', 'used', 'to', 'categorize', 'and', 'compare', 'networks', 'from', 'multiple', 'domains', '??]",1
subgraph counting,2,2013.0,True,False,False,False,False,False,True,False,False,335.0,7,0.5,0.0,False,True,True,False,False,0.625,0.25,"['[pdf][pdf]', 'a', 'survey', 'of', 'frequent', 'subgraph', 'mining', 'algorithms']","['??, 'Similarly,', 'subgraphs', 'BC', 'and', 'CF', 'are', 'the', 'children', 'of', 'the', 'subgraph', 'BCF.??, '??, 'The', 'kernel', 'of', 'FSM', 'is', '(sub)graph', 'isomorphism', 'detection.', 'Graph', 'isomorphism', 'is', 'neither', 'known', 'to', 'be', 'solvable', 'in', 'polynomial', 'time', 'nor', 'NP-complete,', 'while', 'subgraph', 'isomorphism,', 'where', 'we', 'wish', 'to', 'establish', '??]",1
subgraph counting,3,2021.0,False,False,False,False,False,False,False,True,False,1.0,12,1.0,0.0,True,True,True,False,False,0.214285714,0.071428571,"['a', 'survey', 'on', 'subgraph', 'counting:', 'concepts,', 'algorithms,', 'and', 'applications', 'to', 'network', 'motifs', 'and', 'graphlets']","['Computing', 'subgraph', 'frequencies', 'is', 'a', 'fundamental', 'task', 'that', 'lies', 'at', 'the', 'core', 'of', 'several', 'network', 'analysis', 'methodologies,', 'such', 'as', 'network', 'motifs', 'and', 'graphlet-based', 'metrics,', 'which', 'have', 'been', 'widely', 'used', 'to', 'categorize', 'and', 'compare', 'networks', 'from', 'multiple', 'domains', '??]",1
subgraph counting,4,2011.0,True,False,False,False,False,False,True,False,False,56.0,8,0.5,0.0,False,True,True,False,False,0.777777778,0.222222222,"['a', 'comparative', 'survey', 'of', 'algorithms', 'for', 'frequent', 'subgraph', 'discovery']","['??, 'considered', 'first,', 'which', 'are', 'then', 'enu', 'merated', 'to', 'trees', 'and', 'finally', 'trees', 'are', 'enumerated', 'to', 'find', 'the', 'subgraphs', '??, 'It', 'is', 'the', 'process', 'of', 'counting', 'the', 'number', 'of', 'occurrences', 'of', 'a', 'sub', 'graph', 'in', 'a', 'large', 'graph/set', '??, 'A', 'subgraph', 'is', 'frequent', 'if', 'its', 'count', 'is', 'greater', 'than', 'a', 'predefined', 'threshold', 'value', '??]",-1
subgraph counting,5,2020.0,True,False,False,False,True,False,False,True,False,575.9714411,4,1.0,1.5,True,False,False,False,False,0.166666667,0.463515633,"['distributed', 'subgraph', 'counting:', 'a', 'general', 'approach']","['??, 'to', 'support', 'larger', 'k', 'due', 'to', 'the', 'fact', 'that', 'subgraph', 'counting', 'is', 'to', 'count', 'by', 'sub-', 'graph', 'isomorphism', '??, 'subgraph', 'counting', '[28,', '25,', '27,', '18,', '12,', '24],', 'which', 'is', 'to', 'count', 'how', 'many', 'subgraphs', 'that', 'match', 'the', 'pattern', 'graph', 'p', 'in', 'an', 'entire', 'graph', 'G.', 'Our', 'focus', 'is', 'on', 'local', 'subgraph', 'counting', '??]",0
subgraph counting,6,2016.0,False,False,False,False,False,False,False,False,False,7.0,5,0.5,0.0,False,True,True,False,False,0.441372063,0.166666667,"['a', 'survey', 'on', 'extracting', 'frequent', 'subgraphs']","['??, 'RP-FP', 'algorithm:', 'From', 'frequent', 'closed', 'subgraphs,', 'this', 'al-', 'gorithm', 'derives', 'a', 'representative', 'set', '??, 'For', 'find', 'jump', 'pattern,', 'RP-FP', 'algorithm', 'mine', 'closed', 'frequent', 'sub', 'graph,', 'by', 'using', 'close', '??, 'After', 'getting', 'closed', 'frequent', 'subgraph,', 'using', 'substantial', 'sub', 'graph', 'isomorphism', 'testing,', 'it', 'find', '??]",0
subgraph counting,7,2019.0,True,False,False,False,True,False,False,False,False,4.0,12,0.5,0.0,True,True,True,False,False,0.230769231,0.692307692,"['high', 'performance', 'frequent', 'subgraph', 'mining', 'on', 'transaction', 'datasets:', 'a', 'survey', 'and', 'performance', 'comparison']","['??, 'subgraphs', 'with', 'single-edge', 'subgraphs', '??, 'Frequency', 'counting', 'is', 'done', 'based', 'on', 'the', 'node', 'label,', 'edge', 'label,', 'graph', 'id,', 'and', 'the', 'connectivity', 'map.', 'DB-FSG', 'encouraged', 'us', 'to', 'implement', 'frequent', 'subgraph', 'mining', 'on', 'object-oriented', 'databases', '(db4o)', '??]",0
subgraph counting,8,2015.0,True,False,False,False,False,True,False,False,False,36.0,4,0.5,0.0,False,True,True,False,False,0.2,0.8,"['frequent', 'subgraph', 'mining', 'algorithms??', 'survey']","['??, 'Apart', 'from', 'frequent', 'sub', 'graph', 'mining', 'algorithms,', 'constraint', 'based', 'subgraph', 'mining', 'have', 'also', 'been', 'proposed', '??, 'Mining', 'coherent', 'subgraph', 'were', 'studied', 'by', 'Huan', 'et', 'al[6].To', 'discover', 'exact', 'dense', 'frequent', 'sub', '??, 'There', 'are', 'also', 'some', 'studies', 'to', 'find', 'frequent', 'subgraphs', 'in', 'a', 'large', 'graph', '??]",-1
subgraph counting,9,2016.0,False,True,False,False,False,True,False,True,True,25.0,9,1.0,0.5,False,False,False,False,False,0.772727273,0.463515633,"['[html][html]', 'the', 'challenges', 'of', 'unbounded', 'treewidth', 'in', 'parameterised', 'subgraph', 'counting', 'problems']","['??, 'refers', 'to', 'induced', 'subgraphs,', 'problems', 'in', 'which', 'the', 'goal', 'is', 'to', 'count', 'copies', 'of', 'a', '??, 'the', 'intractability', 'of', 'various', 'problems', 'involving', 'homomorphisms', 'and', 'coloured', 'subgraphs)', 'to', 'give', 'some', 'general', 'hardness', 'results', 'for', 'exact', 'and', 'approximate', 'subgraph', 'counting', 'problems,', 'and', '??]",-1
subgraph counting,10,2008.0,True,False,False,False,False,False,True,True,True,88.0,4,1.0,0.0,False,False,False,False,False,0.75,0.463515633,"['mining', 'large', 'networks', 'with', 'subgraph', 'counting']","['??, 'the', 'graph', 'G.', 'The', 'algorithm', 'uses', 'two', 'basic', 'concepts:', '(i)', 'the', 'concept', 'of', 'a', 'prototype', 'sub-', 'graph', 'SM', 'for', '??, 'Inspired', 'by', 'previous', 'work', '[25,', '24],', 'we', 'use', 'the', 'distribu-', 'tion', 'of', 'subgraph', 'counts', 'for', 'characterizing', 'different', '??, 'Efficient', 'mining', 'of', 'frequent', 'subgraphs', 'in', 'the', 'presence', 'of', 'isomorphism', '??]",-1
subgraph counting,1,2019.0,True,False,False,True,False,False,False,True,False,5.0,10,1.0,0.5,True,True,False,True,False,0.166666667,0.916666667,"['[pdf][pdf]', 'scalable', 'subgraph', 'counting:', 'the', 'methods', 'behind', 'the', 'madness:', 'www', '2019', 'tutorial']","['This', 'is', 'an', 'auxiliary', 'file', 'containing', 'references', 'to', 'all', 'the', 'papers', 'mentioned', 'in', 'our', 'WWW', '2019', 'tutorial.', 'For', 'each', 'paper,', 'we', 'give', 'a', 'short', '1-2', 'sentence', 'description', 'of', 'the', 'relevance', 'to', 'the', 'field', 'of', 'subgraph', 'counting.', 'We', 'have', 'a', 'separate', 'section', 'for', 'each', 'portion', 'of', 'our', 'tutorial,', 'and', '??]",1
subgraph counting,2,2019.0,True,False,False,False,True,False,False,True,False,10.0,10,1.0,0.0,False,False,False,False,False,0.166666667,0.463515633,"['linear', 'time', 'subgraph', 'counting,', 'graph', 'degeneracy,', 'and', 'the', 'chasm', 'at', 'size', 'six']","['??, 'exact', 'same', 'subgraph', 'of', 'G', 'to', 'H.', 'We', 'denote', 'the', 'number', 'of', 'distinct', 'matches', 'of', 'H', 'in', 'G', 'by', 'DM(G,', 'H).', 'In', 'the', 'sub-cntk', 'problem,', 'we', 'are', 'interested', 'in', 'DM(G,', 'H)', 'for', 'all', 'k-vertex', 'subgraphs', 'H', '??, 'Instead', 'of', 'directly', 'counting', 'the', 'number', 'of', 'occurrences', 'of', 'a', 'k-vertex', 'subgraph', 'H', 'in', '??]",0
subgraph counting,3,2019.0,False,False,False,False,False,False,False,True,False,575.9714411,6,1.0,0.5,True,False,False,False,False,0.125,0.463515633,"['scalable', 'subgraph', 'counting:', 'the', 'methods', 'behind', 'the', 'madness']","['??, 'These', 'include', 'the', 'technique', 'of', '??edge', 'sampling??, 'for', 'subgraph', 'counting,', 'fast', 'exact', 'algorithms', 'for', 'counting', 'small', 'subgraphs,', 'and', 'state-of-the-art', 'theoretical', 'and', 'practical', 'algorithms', 'for', 'approximating', 'counts', 'of', 'k-cliques', '??]",1
subgraph counting,4,2020.0,True,False,False,False,True,False,False,False,False,3.0,8,1.0,0.0,False,False,False,False,False,0.1,0.463515633,"['efficiently', 'counting', 'vertex', 'orbits', 'of', 'all', '5-vertex', 'subgraphs,', 'by', 'evoke']","['??, 'work', 'out.)', 'But', 'this', 'fails', 'for', 'orbit', 'counting', '??, 'The', 'fragments', 'of', 'H', 'obtained', 'by', 'removing', 'C', 'are', 'the', 'subgraphs', 'of', 'H', 'induced', 'by', 'C', '??, 'S1,C', '??, 'S2', '??, '9.', 'Let', 'H,', 'H', '??, 'be', 'subgraph', 'patterns,', 'C', '??, 'V(H)', 'be', 'a', 'cut', 'set', 'of', 'H,', 'and', 'FragC', '(H)', '=', '{F1,', 'F2,...,', 'F|FragC', '(H)|}.', 'Let', '?', ':', 'H|C', '??, 'H??, 'be', 'a', 'partial', 'match', '??]",0
subgraph counting,5,2005.0,True,False,False,True,False,False,False,False,False,221.0,9,0.0,0.0,True,True,False,True,False,0.441372063,0.888888889,"['[pdf][pdf]', 'network', 'coding', 'for', 'wireless', 'applications:', 'a', 'brief', 'tutorial']","['??, 'Let', 'AiJK', 'be', 'the', 'counting', 'process', 'describing', 'the', 'arrival', 'of', 'packets', 'that', 'are', 'injected', 'on', 'hyperarc', '(i', '??, 'The', 'rate', 'vector', 'z', 'is', 'called', 'the', 'coding', 'subgraph', 'and', 'can', 'be', 'varied', 'within', 'a', 'constraint', 'set', '??, 'We', 'associate', 'with', 'the', 'network', 'a', 'cost', 'function', 'f', 'that', 'maps', 'feasible', 'coding', 'subgraphs', 'to', 'real', '??]",-1
subgraph counting,6,2020.0,True,False,False,False,True,False,False,False,False,5.0,7,0.5,0.0,False,False,False,False,False,0.875,0.463515633,"['the', 'power', 'of', 'pivoting', 'for', 'exact', 'clique', 'counting']","['??, 'The', 'simplest', 'case', 'of', 'clique', 'counting', 'is', 'triangle', 'counting,', 'which', 'has', 'received', 'much', 'attention', 'from', 'the', '??, 'Recent', 'work', 'has', 'shown', 'the', 'relevance', 'of', 'counts', 'of', 'large', 'subgraphs', '(4,', '5', 'vertex', 'patterns)', '[5', '??, 'in', 'a', 'flurry', 'of', 'work', 'on', 'faster', 'and', 'better', 'algorithms', 'for', 'dense', 'subgraph', 'discovery', 'and', '??]",-1
subgraph counting,7,2018.0,True,False,False,False,False,False,True,False,False,12.0,4,0.5,0.0,False,False,False,False,False,0.0,0.463515633,"['counting', 'motifs', 'with', 'graph', 'sampling']","['??, 'n(H,', 'G)', '=', '??, 'H', 'n(H,', 'H', ')s(H', ',', 'G),', '(1)', '2', 'Page', '3.', 'Counting', 'Motifs', 'with', 'Graph', 'Sampling', '??, 'It', 'is', 'a', 'classical', 'result', 'that', 'subgraph', 'count', 'of', 'disconnected', 'subgraphs', 'can', 'be', 'expressed', 'as', 'a', 'fixed', 'polynomials', 'in', 'terms', 'of', 'the', 'connected', 'ones;', 'cf.', 'Whitney', '(1932);', 'Lov?sz', '(2012)', '??]",-1
subgraph counting,8,2019.0,True,False,False,False,False,False,True,False,False,10.0,4,0.5,0.5,False,False,False,False,False,0.0,0.463515633,"['counting', 'problems', 'in', 'parameterized', 'complexity']","['??, 'Homomorphism', 'counts', 'count', '??, 'Understanding', 'subgraph', 'counting', 'via', 'homomorphisms', 'In', 'the', 'following,', 'we', 'use', 'the', 'two-step', 'approach', 'to', 'give', 'upper', 'and', 'lower', 'bounds', 'on', 'the', 'complexity', 'of', 'counting', 'subgraphs', 'sub(H,', '?)', 'for', 'fixed', 'H.', 'Let', 'us', 'start', 'with', 'an', 'upper', 'bound', '??]",-1
subgraph counting,9,2011.0,True,False,False,False,True,False,False,False,False,306.0,12,0.0,0.0,True,True,False,True,False,0.441372063,0.083333333,"['a', 'tutorial', 'in', 'connectome', 'analysis:', 'topological', 'and', 'spatial', 'features', 'of', 'brain', 'networks']","['??, 'For', 'structural', 'connectivity,', 'weights', 'can', 'indicate', 'the', 'number', 'of', 'fibers', 'between', 'brain', 'regions', '(eg', 'the', 'streamline', 'count', 'of', 'deterministic', '??, 'binarized', 'networks', 'simplifies', 'the', 'calculation', 'and', 'interpretation', 'of', 'many', 'network', 'measures', '(we', 'focus', 'on', 'binarized', 'networks', 'for', 'this', 'tutorial)', '??]",-1
subgraph counting,10,2019.0,True,False,False,False,True,False,False,False,False,28.0,5,0.5,0.0,False,False,False,False,False,0.666666667,0.463515633,"['efficient', 'algorithms', 'for', 'densest', 'subgraph', 'discovery']","['??, 'find', 'a', 'subgraph', 'such', 'that', 'its', 'edge-density', 'is', 'the', 'highest', 'among', 'all', 'subgraphs.', 'This', 'problem', 'can', 'be', 'addressed', 'by', 'solving', 'a', 'parametric', 'maximum-flow', 'problem', '[32,', '29].', 'A', 'typical', 'variant', 'of', 'EDS', 'is', 'to', 'impose', 'a', 'size', 'restriction', 'on', 'the', 'returned', 'sub-', 'graph,', 'ie,', 'finding', 'a', 'subgraph', 'of', 'up', '??]",-1
deep learning,1,2018.0,True,False,False,False,True,False,False,True,True,1004.0,4,1.0,0.5,True,True,True,False,False,0.083333333,0.833333333,"['deep', 'learning', 'in', 'agriculture:', 'a', 'survey']","['Deep', 'learning', 'constitutes', 'a', 'recent,', 'modern', 'technique', 'for', 'image', 'processing', 'and', 'data', 'analysis,', 'with', 'promising', 'results', 'and', 'large', 'potential.', 'As', 'deep', 'learning', 'has', 'been', 'successfully', 'applied', 'in', 'various', 'domains,', 'it', 'has', 'recently', 'entered', 'also', 'the', 'domain', 'of', 'agriculture.', 'In', 'this', '??]",0
deep learning,2,2017.0,True,False,False,False,True,False,False,True,True,5318.0,7,1.0,0.5,False,True,True,False,False,0.388888889,0.111111111,"['a', 'survey', 'on', 'deep', 'learning', 'in', 'medical', 'image', 'analysis']","['Deep', 'learning', 'algorithms,', 'in', 'particular', 'convolutional', 'networks,', 'have', 'rapidly', 'become', 'a', 'methodology', 'of', 'choice', 'for', 'analyzing', 'medical', 'images.', 'This', 'paper', 'reviews', 'the', 'major', 'deep', 'learning', 'concepts', 'pertinent', 'to', 'medical', 'image', 'analysis', 'and', 'summarizes', 'over', '300', '??]",0
